"Dis.No" "Year" "Seq" "Glide" "Disaster.Group" "Disaster.Subgroup" "Disaster.Type" "Disaster.Subtype" "Disaster.Subsubtype" "Event.Name" "Country" "ISO" "Region" "Continent" "Location" "Origin" "Associated.Dis" "Associated.Dis2" "OFDA.Response" "Appeal" "Declaration" "AID.Contribution...000.US.." "Dis.Mag.Value" "Dis.Mag.Scale" "Latitude" "Longitude" "Local.Time" "River.Basin" "Start.Year" "Start.Month" "Start.Day" "End.Year" "End.Month" "End.Day" "Total.Deaths" "No.Injured" "No.Affected" "No.Homeless" "Total.Affected" "Reconstruction.Costs...000.US.." "Reconstruction.Costs..Adjusted...000.US.." "Insured.Damages...000.US.." "Insured.Damages..Adjusted...000.US.." "Total.Damages...000.US.." "Total.Damages..Adjusted...000.US.." "CPI" "Adm.Level" "Admin1.Code" "Admin2.Code" "Geo.Locations"
"1986-0076-PNG" 1986 76 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "East Sepik province" "" "Slide (land, mud, snow, rock)" "" "" "No" "No" NA 7 "Richter" "4.0 S" "142.0 E" "" "" 1986 6 24 1986 6 24 NA NA 1000 NA 1000 NA NA NA NA 500 1236 40.45040892 "" "" "" ""
"1986-9405-HUN" 1986 9405 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Hungary" "HUN" "Eastern Europe" "Europe" "Entire country" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1986 6 NA 1986 9 NA NA NA NA NA NA NA NA NA NA 500000 1236081 40.45040892 "" "" "" ""
"1986-9128-IDN" 1986 9128 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Kurima (Irian Jaya)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1986 NA NA 1986 NA NA 84 NA 1000 NA 1000 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0372-IND" 1986 372 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "India" "IND" "Southern Asia" "Asia" "Dharmsala" "" "" "" "" "No" "No" NA 5 "Richter" "32.128 N" "76.374 E" "" "" 1986 4 26 1986 4 26 6 30 NA NA 30 NA NA NA NA 5000 12361 40.45040892 "" "" "" ""
"1986-0174-IRN" 1986 174 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Mamasani area" "" "" "" "" "No" "No" NA 6 "Richter" "29.962 N" "51.582 E" "" "" 1986 7 12 1986 7 12 1 4 1500 NA 1504 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0189-IRN" 1986 189 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Mamasani area" "" "" "" "" "No" "No" NA 6 "Richter" "29.985 N" "51.623 E" "" "" 1986 12 20 1986 12 20 NA NA 400 NA 400 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0135-JPN" 1986 135 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mount Mihara" "Japan" "JPN" "Eastern Asia" "Asia" "Oshima Island" "" "" "" "" "" "" NA NA "" "" "" "" "" 1986 11 21 1986 11 21 NA NA 13000 NA 13000 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0045-MNG" 1986 45 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Mongolia" "MNG" "Eastern Asia" "Asia" "East Gobi, Khentei Aimaks" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1986 4 NA 1986 4 NA NA NA NA NA NA NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0186-PAK" 1986 186 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Pakistan" "PAK" "Southern Asia" "Asia" "Khuzdar area" "" "" "" "" "No" "No" NA 5 "Richter" "27.727 N" "66.650 E" "" "" 1986 10 16 1986 10 16 NA NA 750 NA 750 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0051-PER" 1986 51 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Peru" "PER" "South America" "Americas" "Chimbote, Pucallpa (Cuzco)" "" "" "" "" "No" "No" NA 6 "Richter" "13.32 S" "71.57 W" "" "" 1986 4 5 1986 4 5 15 80 8000 NA 8080 NA NA NA NA 22000 54388 40.45040892 "" "" "" ""
"1986-0150-PER" 1986 150 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Peru" "PER" "South America" "Americas" "Huarmey area" "" "" "" "" "No" "No" NA 5 "Richter" "9.505 S" "77.512 W" "" "" 1986 1 11 1986 1 11 1 NA NA 100 100 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0071-PRT" 1986 71 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Portugal" "PRT" "Southern Europe" "Europe" "Coimbra region (Central Portugal)" "" "" "" "" "" "" NA 375 "Km2" "" "" "" "" 1986 6 15 1986 6 15 15 50 NA NA 50 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1987-0213-IDN" 1987 213 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "South Pantar Isl.(Timor)" "" "Slide (land, mud, snow, rock)" "Tsunami/Tidal wave" "" "" "" NA 7 "Richter" "-8.247" "124.155" "08:43" "" 1987 11 26 1987 11 26 125 100 16000 1000 17100 NA NA NA NA 5000 11924 41.93273562 "" "" "" ""
"1987-9033-MWI" 1987 9033 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Malawi" "MWI" "Eastern Africa" "Africa" "South" "" "Food shortage" "Famine" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1988 NA NA NA NA 1429267 NA 1429267 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0058-PNG" 1987 58 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Umboi Isl., Finschafen area of Huon peninsula" "" "Slide (land, mud, snow, rock)" "" "Yes" "Yes" "" NA 7 "Richter" "-6.088" "147.689" "4:33" "" 1987 2 9 1987 2 9 1 NA 4000 NA 4000 NA NA NA NA 2625 6260 41.93273562 "" "" "" ""
"1987-9027-IDN" 1987 9027 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Java, Bali, Nusa Tenggara Timor, S. Sumtra, E. Kalimatan" "" "Wildfire" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA NA NA NA NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0086-IDN" 1987 86 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Tarutung (North Sumatra)" "" "" "" "" "" "" NA 6 "Richter" "2.244" "98.866" "02:22" "" 1987 4 26 1987 4 26 2 1 15000 NA 15001 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0094-IDN" 1987 94 "" "Natural" "Geophysical" "Mass movement (dry)" "Landslide" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Padang Panjang (West Sumatra)" "" "" "" "Yes" "" "" NA NA "" "" "" "" "" 1987 5 4 1987 5 4 131 50 651 NA 701 NA NA NA NA 1000 2385 41.93273562 "" "" "" ""
"1987-0234-IDN" 1987 234 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Mandosawu" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Flores Isl." "" "" "" "" "No" "No" NA NA "" "" "" "" "" 1987 12 28 1987 12 28 NA NA 13000 NA 13000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9024-IND" 1987 9024 "" "Natural" "Climatological" "Drought" "Drought" "" "" "India" "IND" "Southern Asia" "Asia" "Gujarat, Rajasthan, Orissa, Madhya Pradesh, Andhra Pradesh, Maharashtra" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1987 5 NA 1987 8 NA 300 NA 300000000 NA 300000000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0101-IRN" 1987 101 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "NAHAVAND-HAMADEN-TUYSARKAN (Southwest Teheran)" "" "" "" "" "" "" NA 5 "Richter" "34.076" "48.266" "09:57" "" 1987 5 29 1987 5 29 2 50 NA NA 50 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0229-JPN" 1987 229 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Japan" "JPN" "Eastern Asia" "Asia" "Chiba prefecture (Near Tokyo)" "" "" "" "" "" "" NA 6 "Richter" "35.38" "140.214" "11:08" "" 1987 12 17 1987 12 17 2 53 22599 NA 22652 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9026-KHM" 1987 9026 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Cambodia" "KHM" "South-Eastern Asia" "Asia" "" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA NA NA NA NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9028-LAO" 1987 9028 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Lao People's Democratic Republic (the)" "LAO" "South-Eastern Asia" "Asia" "Northern provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA NA NA NA NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9025-LKA" 1987 9025 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Sri Lanka" "LKA" "Southern Asia" "Asia" "North, Northeast" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA 2200000 NA 2200000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0254-MEX" 1987 254 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Mexico" "MEX" "Central America" "Americas" "Mexicali" "" "" "" "" "" "" NA 7 "Richter" "33.015" "-115.852" "05:15" "" 1987 11 24 1987 11 24 2 50 3000 NA 3050 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9154-MOZ" 1987 9154 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mozambique" "MOZ" "Eastern Africa" "Africa" "Inhambane province" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 9 NA 1987 NA NA 50 NA 8000 NA 8000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0068-NZL" 1987 68 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "New Zealand" "NZL" "Australia and New Zealand" "Oceania" "Edgecumbe (Bay of Plenty)" "" "" "" "" "" "" NA 7 "Richter" "-37.965" "176.765" "13:42" "" 1987 3 2 1987 3 2 1 25 7000 NA 7025 NA NA NA NA 210000 500802 41.93273562 "" "" "" ""
"1987-0568-NZL" 1987 568 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "New Zealand" "NZL" "Australia and New Zealand" "Oceania" "Thames Valley" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 3 19 1987 3 19 NA NA 130 NA 130 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9030-PHL" 1987 9030 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA 1002100 NA 1002100 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9174-SDN" 1987 9174 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Sudan (the)" "SDN" "Northern Africa" "Africa" "Kordofan, Darfur" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 10 NA 1987 NA NA NA NA 3450000 NA 3450000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1988-9013-MDG" 1988 9013 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Madagascar" "MDG" "Eastern Africa" "Africa" "South regions" "" "Famine" "" "Yes" "No" "No" NA NA "Km2" "" "" "" "" 1988 4 NA 1992 NA NA 200 NA 950000 NA 950000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0205-IDN" 1988 205 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Banda Api" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Moluccas" "" "" "" "Yes" "No" "No" NA NA "" "" "" "" "" 1988 5 9 1988 5 9 7 NA 7500 2500 10000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0314-IDN" 1988 314 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Kiebessy" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Makian Isl." "" "" "" "" "No" "No" NA NA "" "" "" "" "" 1988 7 17 1988 7 17 NA NA 1570 NA 1570 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0382-IND" 1988 382 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "India" "IND" "Southern Asia" "Asia" "Dharbhanga, Madhubani, Saharsa, Munger, Khagana, Bihar Sharie (Bihar State)" "" "" "" "Yes" "" "" NA 7 "Richter" "26.755" "86.616" "4:39" "" 1988 8 21 1988 8 21 382 3766 20000000 NA 20003766 NA NA NA NA 71500 163831 43.64264159 "" "" "" ""
"1988-0041-IRN" 1988 41 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Mamasani, Bushehr, Nurabad areas" "" "" "" "" "" "" NA 6 "Richter" "29.974" "51.679" "19:34" "" 1988 8 11 1988 8 11 1 NA 10000 NA 10000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0144-IRN" 1988 144 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Deh Dasht, Bahbahan" "" "" "" "" "" "" NA 6 "Richter" "30.89" "50.194" "05:42" "" 1988 3 30 1988 3 30 NA 30 3000 NA 3030 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9522-LAO" 1988 9522 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Lao People's Democratic Republic (the)" "LAO" "South-Eastern Asia" "Asia" "Southern provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1988 12 NA 1988 NA NA NA NA 730000 NA 730000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9036-LKA" 1988 9036 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Sri Lanka" "LKA" "Southern Asia" "Asia" "North and East" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1988 8 NA 1989 NA NA NA NA 806000 NA 806000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0094-MAR" 1988 94 "" "Natural" "Geophysical" "Mass movement (dry)" "Rockfall" "" "" "Morocco" "MAR" "Northern Africa" "Africa" "Near Fes" "" "" "" "" "" "" NA NA "" "" "" "" "" 1988 2 27 1988 2 27 31 NA NA NA NA NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9181-MEX" 1988 9181 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mexico" "MEX" "Central America" "Americas" "Sinaloa, Nayarit provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1988 5 NA 1988 NA NA NA NA NA NA NA NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9003-NER" 1988 9003 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Niger (the)" "NER" "Western Africa" "Africa" "Niamey, Maradi, Zinder, Diffa departments" "" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 1988 NA NA 1988 NA NA NA NA 1000000 NA 1000000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0383-NPL" 1988 383 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Nepal" "NPL" "Southern Asia" "Asia" "Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur" "" "" "" "Yes" "Yes" "" NA 7 "Richter" "26.755" "86.616" "04:54" "" 1988 8 20 1988 8 20 709 1016 300000 NA 301016 NA NA NA NA 60000 137480 43.64264159 "" "" "" ""
"1988-0138-PAK" 1988 138 "" "Natural" "Geophysical" "Mass movement (dry)" "Avalanche" "" "" "Pakistan" "PAK" "Southern Asia" "Asia" "Arandu Gul - Jammu, Kashmir regions" "" "" "" "" "" "" NA NA "" "" "" "" "" 1988 3 26 1988 3 26 50 NA NA NA NA NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0415-PNG" 1988 415 "" "Natural" "Geophysical" "Mass movement (dry)" "Landslide" "Mudslide" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Kaiapit district (Morobe province)" "" "" "" "Yes" "" "" NA NA "" "" "" "" "" 1988 9 6 1988 9 6 76 NA 1000 NA 1000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1985-0078-SUN" 1985 78 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Dushanbe, Kurgan-Tyube areas" "" "" "" "" "" "" NA 7 "Richter" "36.19" "70.896" "" "" 1985 7 29 1985 7 29 NA NA NA NA NA NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1985-0122-SUN" 1985 122 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "KAPTOLYUK, KAYRAKKUM, GAFUROV (TAJIKISTAN)" "" "" "" "" "" "" NA 6 "Richter" "40.301" "69.823" "02:59" "" 1985 10 14 1985 10 14 29 80 8000 NA 8080 NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1985-0194-TUR" 1985 194 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "ERZURUM, KARS, AGRI, ARTVIN" "" "" "" "" "" "" NA 4 "Richter" "40.31" "42.307" "10:26" "" 1985 11 7 1985 11 7 NA 14 565 NA 579 NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1985-0278-TUR" 1985 278 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Kusadasi" "" "" "" "" "" "" NA 11 "Km2" "" "" "" "" 1985 9 6 1985 9 6 13 NA NA NA NA NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1985-0193-YUG" 1985 193 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Yugoslavia" "YUG" "Southern Europe" "Europe" "Demir Kapija-Negotino area (Macedonia)" "" "" "" "" "" "" NA 5 "Richter" "41.581" "22.254" "16:50" "" 1985 9 28 1985 9 28 NA 16 1500 NA 1516 NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1985-0295-YUG" 1985 295 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Yugoslavia" "YUG" "Southern Europe" "Europe" "Korcala Isl. (Croatia)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1985 8 6 1985 8 6 NA NA NA NA NA NA NA NA NA NA NA 39.69693418 "" "" "" ""
"1986-9024-ZAF" 1986 9024 "" "Natural" "Climatological" "Drought" "Drought" "" "" "South Africa" "ZAF" "Southern Africa" "Africa" "Lebowa, Venda (Eastern Transvaal)" "" "Famine" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 1986 5 NA 1986 NA NA NA NA 850000 NA 850000 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0123-SLV" 1986 123 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "El Salvador" "SLV" "Central America" "Americas" "San Salvador" "" "" "" "Yes" "Yes" "No" NA 8 "Richter" "13.40 N" "89.10 W" "11:50" "" 1986 10 10 1986 10 10 1100 20000 500000 250000 770000 NA NA 225000 556237 1500000 3708244 40.45040892 "" "" "" ""
"1986-0106-SUN" 1986 106 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Moldavia" "" "" "" "" "" "" NA 6 "Richter" "26" "46.5" "" "" 1986 8 31 1986 8 31 1 558 225000 NA 225558 NA NA NA NA 730000 1804679 40.45040892 "" "" "" ""
"1986-0171-SUN" 1986 171 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Akhalkalaki area (Georgia)" "" "" "" "" "" "" NA 6 "Richter" "41.431" "43.737" "" "" 1986 5 13 1986 5 13 2 NA NA 4500 4500 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0058-TUR" 1986 58 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Malatya, Adiyaman provinces" "" "" "" "" "No" "No" NA 6 "Richter" "37.993 N" "37.806 E" "" "" 1986 5 5 1986 5 5 15 100 20000 NA 20100 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0183-TUR" 1986 183 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Aydin area" "" "" "" "" "No" "No" NA 6 "Richter" "37.931 N" "28.574 E" "" "" 1986 10 11 1986 10 11 NA 3 750 250 1003 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0133-TWN" 1986 133 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Taiwan (Province of China)" "TWN" "Eastern Asia" "Asia" "Taipai" "" "" "" "" "No" "No" NA NA "Richter" "" "" "" "" 1986 11 15 1986 11 15 13 46 NA NA 46 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1986-0177-USA" 1986 177 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Newport Beach-San Diego area" "" "" "" "" "No" "No" NA 6 "Richter" "32.978 N" "117.858 W" "" "" 1986 7 13 1986 7 13 NA 29 150 NA 179 NA NA NA NA 720 1780 40.45040892 "" "" "" ""
"1986-0074-VEN" 1986 74 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Venezuela (Bolivarian Republic of)" "VEN" "South America" "Americas" "Eastern Venezuela" "" "" "" "" "No" "No" NA 6 "Richter" "" "" "" "" 1986 6 2 1986 6 2 2 50 NA 800 850 NA NA NA NA 1000 2472 40.45040892 "" "" "" ""
"1986-0182-VEN" 1986 182 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Venezuela (Bolivarian Republic of)" "VEN" "South America" "Americas" "Churuguara area" "" "" "" "" "No" "No" NA 6 "Richter" "10.770 N" "69.428 W" "" "" 1986 7 18 1986 7 18 1 NA 150 NA 150 NA NA NA NA NA NA 40.45040892 "" "" "" ""
"1987-9014-SOM" 1987 9014 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Somalia" "SOM" "Eastern Africa" "Africa" "Togdheer, Sol, Sannag, Bari, Nugall, Mudug, Galguduud, Hiraan, Bakool, Shabeellaha, Gedo" "" "" "" "" "No" "No" NA NA "Km2" "" "" "" "" 1987 4 NA 1987 NA NA 600 NA 500000 NA 500000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0074-SUN" 1987 74 "" "Natural" "Geophysical" "Mass movement (dry)" "Landslide" "Mudslide" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Argazan (Tajikistan)" "" "" "" "" "" "" NA NA "" "" "" "" "" 1987 3 16 1987 3 16 52 6 500 NA 506 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0090-SUN" 1987 90 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Eastern Siberia (Russia)" "" "" "" "" "" "" NA 2020 "Km2" "" "" "" "" 1987 5 NA 1987 5 NA NA NA NA NA NA NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-9031-UGA" 1987 9031 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Uganda" "UGA" "Eastern Africa" "Africa" "Karamoja, Northwestern" "" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 1987 12 NA 1988 NA NA NA NA 600000 NA 600000 NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1987-0179-USA" 1987 179 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Los Angeles-Whittier (California)" "" "" "" "" "" "" NA 6 "Richter" "34.061" "-118.079" "07:42" "" 1987 10 1 1987 10 1 8 NA 2200 NA 2200 NA NA 30000 71543 213000 507956 41.93273562 "" "" "" ""
"1987-0254-USA" 1987 254 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Imperial county (California)" "" "" "" "" "" "" NA 7 "Richter" "33.013" "115.838" "05:15" "" 1987 11 24 1987 11 24 NA 94 NA NA 94 NA NA NA NA 4000 9539 41.93273562 "" "" "" ""
"1987-9029-VNM" 1987 9029 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Viet Nam" "VNM" "South-Eastern Asia" "Asia" "Northern Provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1987 NA NA 1987 NA NA NA NA NA NA NA NA NA NA NA NA NA 41.93273562 "" "" "" ""
"1988-0369-UGA" 1988 369 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Uganda" "UGA" "Eastern Africa" "Africa" "West Nile, Arura" "" "Flood" "" "" "No" "No" NA NA "Richter" "3.02 N" "30.56 E" "" "" 1988 8 8 1988 8 8 NA NA 2000 NA 2000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9620-ZAF" 1988 9620 "" "Natural" "Climatological" "Drought" "Drought" "" "" "South Africa" "ZAF" "Southern Africa" "Africa" "Homelands" "" "Famine" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 1988 10 NA 1988 NA NA NA NA 1320000 NA 1320000 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9006-TUN" 1988 9006 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Tunisia" "TUN" "Northern Africa" "Africa" "" "" "Insect infestation" "" "" "" "" NA NA "Km2" "" "" "" "" 1988 NA NA 1988 NA NA NA NA NA NA NA NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0675-SLB" 1988 675 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Solomon Islands" "SLB" "Melanesia" "Oceania" "Southwestern coast San Cristobal" "" "" "" "" "" "" NA 7 "Richter" "-10.199" "160.855" "17:38" "" 1988 8 10 1988 8 10 1 NA NA 500 500 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-9008-SOM" 1988 9008 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Somalia" "SOM" "Eastern Africa" "Africa" "Awdal, Gedo regions" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 1988 NA NA 1988 NA NA NA NA 53500 NA 53500 NA NA NA NA NA NA 43.64264159 "" "" "" ""
"1988-0528-SUN" 1988 528 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Soviet Union" "SUN" "Russian Federation" "Europe" "Leninakan, Kirovakan, Spitak cities (Armenia)" "" "" "" "Yes" "" "" NA 7 "Richter" "40.987" "44.185" "11:41" "" 1988 12 7 1988 12 7 25000 12000 1100000 530000 1642000 NA NA NA NA 14000000 32078718 43.64264159 "" "" "" ""
